,flag_SF,same_srv_rate,dst_host_srv_count,logged_in,flag_S0,serror_rate,count,service_http,service_private,dst_host_count,class
23885,1,1.0,255,1,0,0.0,1,1,0,31,1
23886,0,0.06,7,0,1,1.0,115,0,1,255,0
23887,0,1.0,250,0,0,0.0,1,1,0,2,1
23888,1,1.0,248,1,0,0.0,4,1,0,255,1
23889,1,1.0,255,1,0,0.25,4,1,0,84,1
23890,1,1.0,109,0,0,0.0,1,0,0,1,0
23891,1,1.0,255,1,0,0.0,3,1,0,3,1
23892,0,0.03,5,0,0,0.0,161,0,0,255,0
23893,1,1.0,4,0,0,0.0,511,0,0,255,0
23894,1,1.0,208,0,0,0.0,1,0,0,4,0
23895,1,1.0,255,1,0,0.0,1,1,0,255,1
23896,0,0.12,9,0,1,1.0,83,0,1,255,0
23897,0,0.08,9,0,1,1.0,111,0,0,255,0
23898,1,1.0,255,1,0,0.0,5,1,0,23,1
23899,1,1.0,255,1,0,0.0,20,1,0,255,1
23900,0,0.07,9,0,1,1.0,85,0,1,255,0
23901,1,1.0,59,1,0,0.0,1,0,0,255,1
23902,0,0.14,10,0,0,0.0,148,0,0,255,0
23903,1,1.0,2,0,0,0.0,2,0,0,255,1
23904,1,0.5,3,1,0,0.0,2,0,0,222,1
23905,1,0.14,233,0,0,0.0,7,0,1,255,1
23906,1,1.0,119,0,0,0.0,63,0,0,239,1
23907,0,0.19,5,0,1,1.0,27,0,0,255,0
23908,0,0.08,22,0,1,1.0,259,0,0,255,0
23909,1,1.0,255,1,0,0.0,3,1,0,255,1
23910,1,1.0,179,1,0,0.0,1,0,0,53,1
23911,0,0.05,14,0,1,1.0,269,0,0,255,0
23912,0,0.02,1,1,0,0.02,56,0,0,255,0
23913,1,0.99,221,0,0,0.0,135,0,0,255,1
23914,1,1.0,34,1,0,0.0,2,0,0,4,0
23915,0,1.0,101,0,1,1.0,19,0,0,181,0
23916,0,0.14,20,0,0,0.0,148,0,0,255,0
23917,0,0.09,12,0,1,1.0,140,0,0,255,0
23918,0,0.08,3,0,1,1.0,173,0,1,255,0
23919,0,0.0,1,0,0,0.05,433,0,1,255,0
23920,1,1.0,212,0,0,0.0,15,0,1,255,0
23921,1,1.0,166,1,0,0.0,1,0,0,26,1
23922,0,1.0,2,0,0,0.0,2,0,0,255,0
23923,1,1.0,255,1,0,0.0,1,1,0,128,1
23924,1,0.67,102,1,0,0.0,3,0,0,241,1
23925,1,1.0,152,0,0,0.0,1,0,0,1,0
23926,0,0.0,1,0,0,0.03,511,0,0,255,0
23927,1,1.0,255,1,0,0.0,13,1,0,216,1
23928,1,0.3,9,0,0,0.0,30,0,1,255,0
23929,1,1.0,255,1,0,0.0,7,1,0,164,1
23930,1,0.33,2,0,0,0.0,6,0,0,255,1
23931,1,1.0,255,1,0,0.0,2,1,0,155,1
23932,0,0.12,16,0,1,1.0,138,0,0,255,0
23933,0,0.17,25,0,1,1.0,146,0,0,255,0
23934,1,1.0,255,1,0,0.0,3,1,0,32,1
23935,1,1.0,255,1,0,0.0,2,1,0,37,1
23936,1,1.0,216,0,0,0.0,41,0,0,255,1
23937,0,0.15,13,0,1,1.0,146,0,1,255,0
23938,1,1.0,101,1,0,0.0,1,0,0,114,1
23939,1,0.5,4,0,0,0.0,2,0,0,255,1
23940,0,0.1,22,0,1,1.0,210,0,0,255,0
23941,0,0.0,1,0,0,0.05,509,0,0,255,0
23942,1,1.0,255,1,0,0.0,1,1,0,40,1
23943,0,0.06,10,0,1,1.0,173,0,1,255,0
23944,1,1.0,4,0,0,0.0,2,0,0,255,1
23945,0,0.13,9,0,1,1.0,134,0,0,255,0
23946,0,0.05,15,0,1,1.0,279,0,0,255,0
23947,1,1.0,255,1,0,0.0,14,1,0,255,1
23948,1,1.0,255,0,0,0.0,152,0,0,255,1
23949,1,1.0,255,1,0,0.0,6,1,0,255,1
23950,1,1.0,124,1,0,0.0,1,0,0,255,1
23951,1,1.0,254,0,0,0.0,247,0,0,255,1
23952,1,1.0,170,1,0,0.0,1,0,0,182,1
23953,0,1.0,2,0,0,0.0,2,0,1,255,0
23954,0,1.0,14,1,0,0.0,1,0,0,54,1
23955,1,1.0,255,1,0,0.0,17,1,0,74,1
23956,0,0.02,4,0,1,1.0,227,0,1,255,0
23957,0,0.1,11,0,0,0.0,113,0,0,255,0
23958,0,0.06,1,0,1,1.0,294,0,0,255,0
23959,1,1.0,30,0,0,0.0,1,0,0,71,1
23960,0,0.07,20,0,1,1.0,267,0,0,255,0
23961,1,1.0,36,0,0,0.0,2,0,0,36,1
23962,1,1.0,31,1,0,0.0,2,0,0,2,1
23963,1,1.0,255,0,0,0.0,79,0,0,255,1
23964,1,1.0,255,1,0,0.0,1,1,0,6,1
23965,0,0.08,3,0,1,1.0,218,0,0,255,0
23966,0,0.5,1,0,0,0.0,2,0,1,255,0
23967,1,1.0,205,0,0,0.0,11,0,0,102,1
23968,1,1.0,200,0,0,0.0,243,0,0,255,1
23969,0,0.02,4,0,1,1.0,194,0,0,255,0
23970,1,1.0,140,1,0,0.0,1,0,0,169,1
23971,1,0.14,178,0,0,0.0,7,0,1,195,1
23972,1,1.0,255,1,0,0.0,1,1,0,96,1
23973,1,1.0,54,1,0,0.0,18,0,0,255,1
23974,0,1.0,2,0,0,0.0,2,0,0,255,0
23975,1,1.0,116,1,0,0.0,6,0,0,164,1
23976,1,1.0,185,1,0,0.0,1,0,0,6,1
23977,1,1.0,255,1,0,0.0,31,1,0,255,1
23978,0,0.02,5,0,1,1.0,269,0,1,255,0
23979,0,0.06,8,0,1,1.0,248,0,1,255,0
23980,1,1.0,71,1,0,0.0,2,0,0,18,1
23981,1,1.0,245,1,0,0.0,5,1,0,255,1
23982,0,0.12,17,0,1,1.0,148,0,0,255,0
23983,1,1.0,255,0,0,0.0,171,0,0,255,0
23984,1,1.0,11,0,0,0.0,2,0,1,81,0
23985,0,0.02,5,0,1,1.0,251,0,0,255,0
23986,0,0.29,59,0,1,1.0,66,1,0,228,0
23987,1,1.0,32,1,0,0.0,1,0,0,255,1
23988,0,0.17,19,0,1,1.0,111,0,1,255,0
23989,1,0.2,1,0,0,0.0,5,0,0,255,1
23990,1,1.0,255,1,0,0.0,31,1,0,255,1
23991,1,1.0,255,1,0,0.0,6,1,0,165,1
23992,1,1.0,8,0,0,0.0,1,0,0,37,1
23993,1,1.0,243,1,0,0.0,1,1,0,255,1
23994,0,0.2,2,0,0,0.7,10,0,1,255,0
23995,0,0.03,9,0,1,1.0,296,0,1,255,0
23996,1,1.0,74,1,0,0.0,1,0,0,29,1
23997,0,0.03,15,0,1,1.0,277,0,1,255,0
23998,1,1.0,151,1,0,0.0,1,0,0,149,1
23999,1,1.0,255,1,0,0.0,22,1,0,255,1
24000,0,0.02,3,0,1,1.0,124,0,1,255,0
24001,1,1.0,151,0,0,0.0,1,0,0,4,0
24002,0,0.03,3,0,0,0.0,120,0,1,255,0
24003,0,0.03,8,0,0,0.0,254,0,1,255,0
24004,1,1.0,27,1,0,0.0,1,0,0,30,1
24005,1,1.0,15,0,0,0.0,15,0,1,255,0
24006,1,1.0,3,0,0,0.0,511,0,0,255,0
24007,0,0.05,12,0,1,1.0,237,0,0,255,0
24008,0,0.06,14,0,1,1.0,233,0,0,255,0
24009,1,0.36,59,0,0,0.0,39,0,1,255,0
24010,0,0.22,6,0,1,1.0,108,0,1,255,0
24011,1,1.0,231,1,0,0.0,4,1,0,231,1
24012,1,1.0,255,1,0,0.0,21,1,0,255,1
24013,1,1.0,255,0,0,0.0,2,0,0,255,1
24014,1,1.0,129,1,0,0.0,1,0,0,13,1
24015,1,1.0,43,0,0,0.0,2,0,0,255,1
24016,0,0.13,1,0,1,1.0,150,0,0,255,0
24017,0,0.07,12,0,1,1.0,242,0,1,255,0
24018,0,0.12,34,0,1,1.0,138,0,1,255,0
24019,0,1.0,2,0,0,0.0,1,0,0,23,0
24020,0,1.0,2,0,0,0.0,2,0,1,255,0
24021,1,1.0,60,0,0,0.0,1,0,0,2,0
24022,1,1.0,255,0,0,0.0,134,0,0,255,1
24023,1,1.0,1,1,0,0.0,1,1,0,13,1
24024,0,0.13,24,0,1,1.0,189,0,1,255,0
24025,0,0.04,6,0,1,1.0,213,0,1,255,0
24026,0,0.03,6,0,1,1.0,226,0,0,255,0
24027,1,1.0,255,1,0,0.0,2,1,0,50,1
24028,1,1.0,255,0,0,0.0,188,0,0,255,1
24029,1,1.0,255,1,0,0.17,6,1,0,6,1
24030,1,1.0,255,1,0,0.0,27,1,0,255,1
24031,0,0.07,12,0,1,1.0,169,0,0,255,0
24032,0,0.25,12,0,1,1.0,48,0,1,255,0
24033,1,1.0,255,1,0,0.0,16,1,0,255,1
24034,1,1.0,255,1,0,0.0,8,1,0,255,1
24035,0,0.04,6,0,1,1.0,113,0,0,255,0
24036,0,0.23,10,0,1,1.0,26,0,0,48,0
24037,1,1.0,255,1,0,0.0,32,1,0,110,1
24038,1,1.0,12,0,0,0.0,1,0,0,238,1
24039,1,0.33,1,0,0,0.0,3,0,0,255,1
24040,0,0.03,4,0,1,1.0,275,0,0,255,0
24041,0,0.03,6,0,0,0.0,212,0,0,255,0
24042,1,1.0,255,1,0,0.0,15,1,0,255,1
24043,0,0.01,1,0,1,1.0,173,1,0,255,0
24044,0,0.13,38,0,1,1.0,149,0,1,255,0
24045,1,0.5,5,0,0,0.0,2,0,0,255,1
24046,1,1.0,255,1,0,0.0,8,1,0,255,1
24047,1,1.0,255,1,0,0.0,8,1,0,255,1
24048,0,1.0,251,0,0,0.0,1,1,0,8,1
24049,1,1.0,2,0,0,0.0,1,0,0,255,1
24050,0,1.0,255,1,0,0.33,3,1,0,25,1
24051,0,0.07,12,0,1,1.0,297,0,1,255,0
24052,1,1.0,255,1,0,0.0,2,1,0,109,1
24053,1,1.0,82,1,0,0.0,1,0,0,189,1
24054,1,1.0,255,1,0,0.0,10,1,0,10,1
24055,1,0.99,250,0,0,0.0,159,0,0,255,1
24056,0,0.02,8,0,1,1.0,127,0,0,255,0
24057,1,0.08,1,0,0,0.08,12,0,0,228,1
24058,1,1.0,255,1,0,0.0,3,1,0,255,1
24059,1,1.0,20,0,0,0.0,1,0,0,51,1
24060,1,1.0,58,0,0,0.0,1,0,0,2,0
24061,1,1.0,136,1,0,0.0,1,0,0,84,1
24062,0,0.06,16,0,0,0.0,278,0,0,255,0
24063,1,1.0,255,1,0,0.0,18,1,0,135,1
24064,1,1.0,249,0,0,0.0,1,0,0,255,1
24065,1,1.0,255,1,0,0.0,28,1,0,255,1
24066,1,1.0,58,0,0,0.0,58,0,1,255,0
24067,0,0.03,8,0,0,0.0,272,0,0,255,0
24068,1,1.0,255,1,0,0.0,8,1,0,75,1
24069,1,1.0,147,1,0,0.0,1,0,0,31,1
24070,1,1.0,57,1,0,0.0,1,0,0,67,1
24071,1,1.0,227,0,0,0.0,2,0,0,227,1
24072,0,0.06,9,0,1,1.0,146,0,0,255,0
24073,1,1.0,42,0,0,0.0,1,0,0,2,0
24074,1,1.0,255,1,0,0.0,8,1,0,124,1
24075,1,1.0,255,1,0,0.0,1,1,0,9,1
24076,1,0.08,2,0,0,0.0,25,0,1,255,0
24077,0,0.18,3,0,1,1.0,87,0,1,255,0
24078,0,0.03,9,0,1,1.0,279,0,0,255,0
24079,1,1.0,255,1,0,0.17,6,1,0,255,1
24080,0,0.03,3,0,1,1.0,103,0,0,255,0
24081,0,0.01,1,0,1,1.0,102,0,0,255,0
24082,0,0.14,15,0,0,0.0,109,0,0,255,0
24083,0,1.0,1,0,0,0.0,1,0,1,255,0
24084,0,0.02,1,0,1,1.0,257,0,1,255,0
24085,0,0.12,15,0,1,1.0,121,0,1,255,0
24086,1,1.0,255,1,0,0.0,1,1,0,101,1
24087,0,0.15,23,0,1,1.0,149,0,1,255,0
24088,0,0.5,1,0,0,0.0,2,0,1,255,0
24089,0,0.18,24,0,1,1.0,137,0,0,255,0
24090,0,0.03,4,0,1,1.0,116,0,1,255,0
24091,1,1.0,255,1,0,0.0,11,1,0,255,1
24092,0,0.22,13,0,1,1.0,60,0,0,255,0
24093,0,0.13,9,0,1,1.0,71,0,1,255,0
24094,1,0.0,53,1,0,1.0,238,0,0,255,1
24095,0,0.04,3,0,1,1.0,45,0,1,255,0
24096,0,0.04,5,0,0,0.0,119,0,0,255,0
24097,0,0.06,4,0,1,1.0,101,0,0,255,0
24098,0,0.07,17,0,0,0.0,234,0,0,255,0
24099,1,1.0,241,0,0,0.0,1,0,0,255,1
24100,1,1.0,254,0,0,0.0,148,0,0,255,1
24101,0,0.14,18,0,1,1.0,116,0,0,255,0
24102,1,1.0,255,1,0,0.0,8,1,0,8,1
24103,1,1.0,255,1,0,0.0,5,1,0,172,1
24104,1,1.0,241,0,0,0.0,1,0,0,255,1
24105,0,1.0,2,0,0,0.0,2,0,0,255,0
24106,0,1.0,136,0,1,1.0,4,0,0,66,0
24107,1,1.0,128,0,0,0.0,128,0,0,128,1
24108,0,0.05,11,0,1,1.0,202,0,0,255,0
24109,0,0.1,11,0,1,1.0,107,0,0,255,0
24110,1,1.0,255,1,0,0.0,12,1,0,144,1
24111,0,0.01,2,0,1,1.0,195,0,0,255,0
24112,0,0.05,13,0,1,1.0,294,0,0,255,0
24113,1,1.0,255,1,0,0.0,15,1,0,15,1
24114,0,0.02,12,0,1,1.0,110,0,1,255,0
24115,0,0.1,25,0,1,1.0,253,0,1,255,0
24116,0,0.16,60,0,1,1.0,31,0,0,255,0
24117,1,1.0,255,1,0,0.0,5,1,0,5,1
24118,1,1.0,255,1,0,0.0,1,1,0,1,1
24119,0,1.0,2,0,0,0.0,2,0,1,255,0
24120,1,1.0,255,1,0,0.0,23,1,0,255,1
24121,1,1.0,211,1,0,0.0,1,1,0,211,1
24122,0,0.09,24,0,1,1.0,266,0,0,255,0
24123,0,0.06,14,0,1,1.0,228,0,0,255,0
24124,1,1.0,255,1,0,0.0,2,1,0,14,1
24125,1,1.0,134,1,0,0.0,1,0,0,249,1
24126,1,1.0,255,1,0,0.0,2,1,0,77,1
24127,1,0.33,86,0,0,0.0,3,0,0,89,1
24128,0,0.04,11,0,1,1.0,243,0,1,255,0
24129,1,1.0,255,1,0,0.0,4,1,0,65,1
24130,0,0.5,1,0,0,0.0,2,0,0,255,0
24131,0,0.01,1,0,1,1.0,86,0,0,255,0
24132,1,1.0,4,0,0,0.0,1,0,0,68,1
24133,1,1.0,255,1,0,0.0,12,1,0,255,1
24134,0,0.01,4,0,1,1.0,255,0,0,255,0
24135,1,1.0,255,1,0,0.0,3,1,0,217,1
24136,1,1.0,255,1,0,0.0,6,1,0,27,1
24137,0,0.15,16,0,1,1.0,136,0,0,255,0
24138,1,1.0,255,1,0,0.0,12,1,0,56,1
24139,1,1.0,97,0,0,0.0,1,0,0,1,0
24140,1,1.0,71,1,0,0.0,2,0,0,76,1
24141,1,1.0,38,0,0,0.0,1,0,0,47,1
24142,0,0.09,8,0,0,0.0,88,0,1,255,0
24143,0,1.0,1,0,0,0.0,1,0,0,161,0
24144,1,1.0,255,1,0,0.0,10,1,0,255,1
24145,1,1.0,253,0,0,0.0,17,0,0,255,1
24146,1,1.0,255,1,0,0.0,5,1,0,29,1
24147,1,1.0,232,0,0,0.0,511,0,0,255,0
24148,1,1.0,148,1,0,0.0,1,0,0,255,1
24149,1,1.0,255,1,0,0.0,17,1,0,255,1
24150,0,0.1,12,0,1,1.0,117,0,1,19,0
24151,1,1.0,255,0,0,0.0,1,0,0,2,0
24152,1,1.0,255,1,0,0.0,19,1,0,255,1
24153,1,1.0,255,0,0,0.0,143,0,0,255,1
24154,0,0.03,13,0,1,1.0,277,0,0,255,0
24155,1,1.0,255,1,0,0.0,4,1,0,109,1
24156,1,1.0,108,0,0,0.0,1,0,0,2,1
24157,1,1.0,45,0,0,0.0,2,0,0,247,1
24158,1,1.0,255,1,0,0.0,25,1,0,255,1
24159,0,1.0,255,0,0,0.0,1,1,0,13,1
24160,1,1.0,255,0,0,0.0,168,0,0,255,1
24161,1,1.0,255,1,0,0.0,4,1,0,14,1
24162,1,1.0,164,1,0,0.0,2,1,0,12,1
24163,1,1.0,148,1,0,0.0,1,0,0,145,1
24164,1,1.0,224,0,0,0.0,302,0,0,255,1
24165,1,0.04,1,0,0,0.0,27,0,0,255,0
24166,1,1.0,255,1,0,0.0,6,1,0,40,1
24167,1,1.0,255,1,0,0.0,10,1,0,255,1
24168,1,1.0,255,1,0,0.0,18,1,0,255,1
24169,0,0.03,9,0,1,1.0,283,0,0,255,0
24170,1,1.0,255,0,0,0.0,244,0,0,255,0
24171,1,1.0,54,1,0,0.0,2,0,0,6,1
24172,0,0.04,15,0,1,1.0,217,0,0,255,0
24173,1,1.0,255,1,0,0.0,30,1,0,160,1
24174,0,0.0,1,0,1,1.0,259,0,0,255,0
24175,1,1.0,255,1,0,0.0,35,1,0,255,1
24176,1,1.0,109,0,0,0.0,511,0,0,255,0
24177,1,1.0,255,1,0,0.0,3,1,0,51,1
24178,0,0.03,23,0,0,0.0,276,0,1,255,0
24179,0,0.02,6,0,1,1.0,246,0,0,255,0
24180,1,1.0,23,1,0,0.0,1,0,0,255,1
24181,0,0.14,19,0,1,1.0,135,0,0,255,0
24182,0,0.25,12,0,1,1.0,48,0,0,255,0
24183,0,0.01,1,0,1,0.06,145,0,0,255,0
24184,1,1.0,255,1,0,0.0,10,1,0,114,1
24185,0,0.16,24,0,1,1.0,148,0,0,255,0
24186,0,0.06,17,0,0,0.0,299,0,0,255,0
24187,1,1.0,255,1,0,0.0,8,1,0,51,1
24188,0,0.02,15,0,1,1.0,267,0,1,255,0
24189,1,1.0,255,1,0,0.0,5,1,0,5,1
24190,1,1.0,158,1,0,0.0,1,0,0,158,1
24191,0,0.13,1,0,1,1.0,139,0,1,255,0
24192,0,1.0,255,0,1,0.5,2,1,0,194,1
24193,1,1.0,12,1,0,0.0,6,0,0,140,1
24194,1,0.33,233,0,0,0.0,3,0,1,255,1
24195,1,1.0,244,1,0,0.0,1,1,0,255,1
24196,1,1.0,255,1,0,0.05,22,1,0,255,1
24197,0,0.14,12,0,1,1.0,112,0,1,255,0
24198,1,1.0,73,0,0,0.0,511,0,0,255,0
24199,0,0.07,18,0,1,1.0,228,0,1,255,0
24200,1,0.06,1,0,0,0.0,17,0,0,255,0
24201,0,0.0,1,0,0,0.07,471,0,0,255,0
24202,1,1.0,255,1,0,0.0,22,1,0,255,1
24203,1,1.0,62,1,0,0.0,2,0,0,142,1
24204,1,1.0,192,1,0,0.0,1,0,0,137,1
24205,1,1.0,255,1,0,0.0,13,1,0,56,1
24206,1,1.0,71,0,0,0.0,17,0,0,194,1
24207,0,0.05,13,0,1,1.0,206,0,1,255,0
24208,0,1.0,62,0,0,0.0,1,1,0,5,1
24209,1,1.0,255,1,0,0.0,16,1,0,82,1
24210,1,1.0,117,1,0,0.0,2,0,0,255,1
24211,0,0.37,16,0,1,1.0,46,0,1,196,0
24212,1,1.0,255,1,0,0.0,2,1,0,1,1
24213,1,1.0,7,1,0,0.0,1,0,0,25,1
24214,0,0.06,2,0,1,1.0,251,0,0,255,0
24215,0,1.0,11,0,1,1.0,11,0,1,255,0
24216,1,1.0,255,1,0,0.0,39,1,0,255,1
24217,0,0.18,23,0,1,1.0,131,0,0,255,0
24218,1,1.0,255,1,0,0.0,1,1,0,12,1
24219,1,1.0,255,1,0,0.0,12,1,0,255,1
24220,1,1.0,249,1,0,0.0,2,1,0,255,1
24221,0,0.05,10,0,1,1.0,169,0,0,255,0
24222,1,1.0,206,0,0,0.0,132,0,0,255,1
24223,1,1.0,252,1,0,0.0,2,1,0,252,0
24224,1,0.2,144,0,0,0.0,5,0,0,255,1
24225,1,1.0,255,1,0,0.0,26,1,0,178,1
24226,1,1.0,96,1,0,0.0,1,0,0,105,1
24227,1,1.0,255,1,0,0.0,1,1,0,6,1
24228,1,1.0,1,0,0,0.0,1,0,0,255,1
24229,0,0.02,5,0,1,1.0,238,0,0,255,0
24230,0,0.01,20,0,1,1.0,188,0,1,255,0
24231,1,1.0,61,0,0,0.0,6,0,0,255,1
24232,0,0.17,14,0,1,1.0,102,0,1,255,0
24233,0,0.06,17,0,1,1.0,269,0,0,255,0
24234,1,1.0,253,0,0,0.0,180,0,0,255,1
24235,0,0.1,2,0,1,1.0,202,0,1,255,0
24236,1,1.0,10,0,0,0.0,511,0,0,155,0
24237,1,1.0,236,1,0,0.0,3,1,0,62,1
24238,1,1.0,117,0,0,0.0,1,0,0,1,0
24239,0,0.01,18,0,1,1.0,219,0,1,255,0
24240,1,1.0,226,0,0,0.0,2,0,1,255,1
24241,1,1.0,255,1,0,0.0,30,1,0,255,1
24242,1,1.0,255,1,0,0.0,3,1,0,186,1
24243,1,1.0,255,1,0,0.05,39,1,0,255,1
24244,1,1.0,254,0,0,0.0,110,0,0,255,1
24245,0,0.0,1,0,0,0.07,511,0,0,255,0
24246,1,0.18,4,0,0,0.0,22,0,0,255,0
24247,1,1.0,250,0,0,0.0,184,0,0,255,1
24248,0,0.22,11,0,1,1.0,41,0,1,255,0
24249,1,1.0,147,0,0,0.0,1,0,0,158,1
24250,1,1.0,84,1,0,0.0,1,0,0,126,1
24251,1,1.0,255,1,0,0.0,17,1,0,144,1
24252,0,0.02,3,0,0,0.0,132,0,1,255,0
24253,1,1.0,255,1,0,0.0,3,1,0,3,1
24254,1,1.0,21,0,0,0.0,2,0,0,84,1
24255,0,0.04,12,0,1,1.0,279,0,0,255,0
24256,1,1.0,80,0,0,0.0,1,0,0,2,0
24257,1,1.0,23,0,0,0.0,1,0,0,23,1
24258,1,1.0,255,1,0,0.0,1,1,0,7,1
24259,1,1.0,62,1,0,0.0,2,0,0,255,1
24260,0,0.09,16,0,0,0.0,184,0,1,255,0
24261,0,0.08,23,0,1,1.0,295,0,0,255,0
24262,0,0.05,6,0,0,0.0,115,0,0,255,0
24263,1,1.0,255,1,0,0.0,2,1,0,255,1
24264,1,1.0,104,0,0,0.0,511,0,0,255,0
24265,0,0.04,5,0,1,1.0,138,0,1,255,0
24266,1,1.0,255,1,0,0.0,1,1,0,2,1
24267,1,1.0,255,1,0,0.0,16,1,0,167,1
24268,1,0.94,208,0,0,0.0,156,0,1,255,0
24269,1,1.0,255,1,0,0.0,4,1,0,4,1
24270,1,1.0,255,0,0,0.0,11,0,0,255,1
24271,1,1.0,255,1,0,0.0,3,1,0,3,1
24272,1,1.0,246,0,0,0.0,1,0,0,2,0
24273,1,0.5,2,0,0,0.0,2,0,0,255,1
24274,0,0.09,15,0,1,1.0,172,0,1,255,0
24275,1,1.0,255,1,0,0.0,18,1,0,18,1
24276,0,1.0,255,0,1,0.5,2,1,0,115,1
24277,0,0.04,4,0,1,1.0,141,0,0,255,0
24278,0,0.0,1,0,0,0.18,511,0,0,255,0
24279,0,0.11,16,0,1,1.0,146,0,1,255,0
24280,1,1.0,165,1,0,0.0,1,0,0,172,1
24281,1,1.0,255,1,0,0.0,3,1,0,23,1
24282,1,1.0,255,1,0,0.0,17,1,0,39,1
24283,1,1.0,255,1,0,0.0,7,1,0,175,1
24284,0,0.07,19,0,1,1.0,287,0,0,255,0
24285,1,1.0,255,1,0,0.25,4,1,0,255,0
24286,0,0.01,1,0,1,1.0,114,0,0,255,0
24287,0,0.02,6,0,1,1.0,242,0,0,255,0
24288,0,0.05,31,0,0,0.0,291,0,1,255,0
24289,0,0.13,25,0,1,1.0,191,0,1,255,0
24290,1,1.0,162,1,0,0.0,1,0,0,239,1
24291,1,1.0,255,1,0,0.0,14,1,0,255,1
24292,1,1.0,179,0,0,0.0,1,0,0,3,0
24293,1,0.44,19,0,0,0.0,43,0,1,255,0
24294,1,1.0,255,1,0,0.0,12,1,0,255,1
24295,1,1.0,255,1,0,0.0,8,1,0,255,1
24296,0,0.08,20,0,0,0.0,254,0,0,255,0
24297,1,1.0,255,1,0,0.0,28,1,0,255,1
24298,1,1.0,255,1,0,0.0,9,1,0,255,1
24299,0,0.2,20,0,1,1.0,98,0,0,255,0
24300,0,1.0,2,0,1,1.0,2,1,0,255,0
24301,0,0.06,8,0,1,1.0,128,0,1,76,0
24302,1,1.0,255,1,0,0.0,5,1,0,83,1
24303,1,1.0,14,0,0,0.0,8,0,0,18,1
24304,0,0.08,20,0,1,1.0,238,0,1,255,0
24305,0,0.02,7,0,1,1.0,102,0,1,255,0
24306,1,1.0,33,1,0,0.0,2,1,0,2,1
24307,1,1.0,34,0,0,0.0,18,0,0,88,1
24308,1,1.0,228,0,0,0.0,129,0,0,255,1
24309,1,1.0,26,0,0,0.0,1,0,0,42,1
24310,1,1.0,65,1,0,0.0,1,0,0,32,1
24311,1,1.0,255,1,0,0.0,4,1,0,46,1
24312,1,1.0,36,0,0,0.0,2,0,1,45,1
24313,1,1.0,255,1,0,0.0,1,1,0,4,1
24314,1,1.0,82,0,0,0.0,64,0,0,176,0
24315,0,0.16,26,0,1,1.0,102,0,1,255,0
24316,0,1.0,255,0,0,0.0,1,1,0,92,1
24317,0,0.01,2,0,0,0.0,251,0,0,255,0
24318,1,1.0,255,1,0,0.0,6,1,0,255,1
24319,0,0.1,13,0,1,1.0,86,0,1,255,0
24320,1,1.0,255,1,0,0.0,4,1,0,158,1
24321,1,1.0,251,0,0,0.0,201,0,0,255,1
24322,0,0.07,21,0,1,1.0,286,0,0,255,0
24323,1,1.0,255,1,0,0.0,10,1,0,67,1
24324,0,0.09,2,0,1,1.0,138,0,0,255,0
24325,0,0.0,3,0,1,1.0,247,0,0,255,0
24326,1,1.0,135,1,0,0.0,1,0,0,158,1
24327,1,1.0,255,1,0,0.0,6,1,0,255,1
24328,1,1.0,76,0,0,0.0,1,0,0,4,0
24329,0,0.09,22,0,1,1.0,248,0,0,255,0
24330,1,1.0,255,1,0,0.0,1,1,0,45,1
24331,1,1.0,255,1,0,0.0,13,1,0,255,1
24332,0,0.04,5,0,1,1.0,290,0,0,255,0
24333,1,1.0,255,0,0,0.0,124,0,0,255,1
24334,1,1.0,57,1,0,0.0,1,0,0,255,1
24335,1,1.0,255,1,0,0.0,6,1,0,16,1
24336,0,0.08,23,0,1,1.0,278,0,0,255,0
24337,0,0.12,14,0,0,0.0,113,0,1,255,0
24338,1,1.0,255,1,0,0.0,1,1,0,255,1
24339,0,0.04,5,0,0,0.0,132,0,0,255,0
24340,0,0.08,17,0,1,1.0,215,0,0,255,0
24341,0,0.01,9,0,1,1.0,117,0,1,255,0
24342,1,1.0,255,1,0,0.0,13,1,0,255,1
24343,1,0.07,1,0,0,0.0,14,0,1,255,0
24344,0,0.05,8,0,1,1.0,260,0,0,255,0
24345,0,1.0,255,1,0,0.0,2,1,0,255,0
24346,1,1.0,254,0,0,0.0,15,0,0,255,1
24347,1,1.0,43,1,0,0.0,1,0,0,8,0
24348,1,1.0,56,0,0,0.0,1,0,0,56,1
24349,0,1.0,255,0,0,0.0,1,1,0,10,1
24350,1,1.0,255,1,0,0.0,5,1,0,144,1
24351,0,0.06,13,0,1,1.0,127,0,1,255,0
24352,1,1.0,45,0,0,0.0,1,0,0,72,1
24353,1,1.0,178,1,0,0.0,1,0,0,127,1
24354,0,0.01,1,0,0,0.1,190,0,1,255,0
24355,1,1.0,119,1,0,0.0,1,0,0,161,1
24356,1,1.0,255,1,0,0.0,10,1,0,255,1
24357,1,1.0,255,1,0,0.0,1,1,0,23,1
24358,1,1.0,43,1,0,0.0,1,0,0,3,0
24359,1,1.0,153,1,0,0.0,1,0,0,100,1
24360,1,0.2,233,0,0,0.0,5,0,1,255,1
24361,0,0.05,9,0,0,0.0,181,0,0,255,0
24362,0,0.26,33,0,1,0.99,69,0,0,255,0
24363,0,0.05,7,0,1,1.0,133,0,1,255,0
24364,0,0.13,17,0,1,1.0,134,0,0,255,0
